,title,authors,filename,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
2454,"Efficient Self-supervised Learning with Contextualized Target Representations for Vision, Speech and Language",8,Efficient Self-supervised Learning with Contextualized Target Representations for Vision Speech and Language,65,132,False,228,0,9,14,16,7,9,0,16,109,8459,4.642857142857143,1.7857142857142858,0.0,0.6428571428571429,40
2455,Emergent Social Learning via Multi-agent Reinforcement Learning,8,Emergent Social Learning via Multi-agent Reinforcement Learning,55,187,False,72,12,45,14,0,7,17,0,2,63,9810,3.9285714285714284,3.357142857142857,0.8571428571428571,1.2142857142857142,37
2456,Equivariance versus Augmentation for Spherical Images,8,Equivariance versus Augmentation for Spherical Images,26,186,False,39,116,40,18,0,10,23,0,14,53,10520,1.4444444444444444,3.0,6.444444444444445,1.2777777777777777,12
2457,Estimate Sequences for Variance-Reduced Stochastic Composite Optimization,8,Estimate Sequences for Variance-Reduced Stochastic Composite Optimization,49,1,False,95,182,16,24,10,10,23,0,2,73,14042,2.0416666666666665,0.75,7.583333333333333,0.9583333333333334,26
2458,Evolving Attention with Residual Convolutions,8,Evolving Attention with Residual Convolutions,34,146,False,95,20,65,18,0,9,18,0,22,45,8527,1.8888888888888888,4.833333333333333,1.1111111111111112,1.0,23
2459,Exploiting Shared Representations for Personalized Federated Learning,8,Exploiting Shared Representations for Personalized Federated Learning,55,227,False,109,786,15,39,0,7,9,0,24,69,16362,1.4102564102564104,1.0,20.153846153846153,0.23076923076923078,399
2461,Fairness of Exposure in Stochastic Bandits,8,Fairness of Exposure in Stochastic Bandits,55,149,False,44,153,64,29,0,9,24,2,0,42,14894,1.896551724137931,2.206896551724138,5.275862068965517,0.8275862068965517,34
2462,Fast Parametric Learning with Activation Memorization,8,Fast Parametric Learning with Activation Memorization,54,146,False,162,44,54,16,0,20,28,10,8,53,10200,3.375,3.875,2.75,1.75,46
2463,Faster Kernel Matrix Algebra via Density Estimation,8,Faster Kernel Matrix Algebra via Density Estimation,31,144,False,47,46,8,20,15,8,6,0,2,51,9448,1.55,0.5,2.3,0.3,6
2464,Federated Composite Optimization,8,Federated Composite Optimization,113,146,False,197,260,44,49,31,12,25,15,0,32,23658,2.306122448979592,0.8979591836734694,5.3061224489795915,0.5102040816326531,44
2465,Fighting Fire with Fire: Avoiding DNN Shortcuts through Priming,8,Fighting Fire with Fire Avoiding DNN Shortcuts through Priming,80,165,True,249,138,44,28,0,23,25,8,18,62,15854,2.857142857142857,2.2142857142857144,4.928571428571429,0.8928571428571429,12
2466,Fisher SAM: Information Geometry and Sharpness Aware Minimisation,8,Fisher SAM Information Geometry and Sharpness Aware Minimisation,57,201,True,76,74,20,14,0,14,20,4,10,64,9308,4.071428571428571,2.142857142857143,5.285714285714286,1.4285714285714286,46
2468,From block-Toeplitz matrices to differential equations on graphs: towards a general theory for scalable masked Transformers,8,From block-Toeplitz matrices to differential equations on graphs towards a general theory for scalable masked Transformers,48,104,False,131,77,39,22,4,9,21,9,20,122,14501,2.1818181818181817,2.6818181818181817,3.5,0.9545454545454546,20
2469,FusionRetro: Molecule Representation Fusion via In-Context Learning for Retrosynthetic Planning,8,FusionRetro Molecule Representation Fusion via In-Context Learning for Retrosynthetic Planning,48,1,False,135,22,30,14,20,10,9,0,8,94,8429,3.4285714285714284,2.7142857142857144,1.5714285714285714,0.6428571428571429,5
2470,GRAND: Graph Neural Diffusion,8,GRAND Graph Neural Diffusion,68,123,True,115,68,16,15,24,19,26,4,10,28,10010,4.533333333333333,1.7333333333333334,4.533333333333333,1.7333333333333334,179
2471,Generalization Guarantee of Training Graph Convolutional Networks with Graph Topology Sampling,8,Generalization Guarantee of Training Graph Convolutional Networks with Graph Topology Sampling,39,162,False,170,1056,30,38,0,12,18,4,6,94,20645,1.0263157894736843,0.9473684210526315,27.789473684210527,0.47368421052631576,19
2473,Generative Video Transformer: Can Objects be the Words?,8,Generative Video Transformer Can Objects be the Words,47,168,False,97,4,27,16,0,9,11,6,8,53,9505,2.9375,2.1875,0.25,0.6875,25
2474,Global inducing point variational posteriors for Bayesian neural networks and deep Gaussian processes,8,Global inducing point variational posteriors for Bayesian neural networks and deep Gaussian processes,79,141,False,185,132,29,33,8,21,12,0,20,101,18024,2.393939393939394,1.4848484848484849,4.0,0.36363636363636365,56
2475,Graph Convolutional Network for Recommendation with Low-pass Collaborative Filters,8,Graph Convolutional Network for Recommendation with Low-pass Collaborative Filters,38,123,False,166,40,78,13,0,20,26,0,20,82,9261,2.923076923076923,7.538461538461538,3.076923076923077,2.0,73
2476,GraphRNN: Generating Realistic Graphs with Deep Auto-regressive Models,8,GraphRNN Generating Realistic Graphs with Deep Auto-regressive Models,36,1,False,81,30,23,12,0,8,16,6,4,69,8717,3.0,2.25,2.5,1.3333333333333333,677
2477,Hallucinative Topological Memory for Zero-Shot Visual Planning,8,Hallucinative Topological Memory for Zero-Shot Visual Planning,38,214,False,91,7,27,12,0,11,7,0,8,62,7951,3.1666666666666665,2.9166666666666665,0.5833333333333334,0.5833333333333334,40
2478,Hierarchically Structured Meta-learning,8,Hierarchically Structured Meta-learning,48,150,False,77,40,33,19,3,17,5,0,20,39,10914,2.526315789473684,2.789473684210526,2.1052631578947367,0.2631578947368421,186
2480,Hybrid Stochastic-Deterministic Minibatch Proximal Gradient: Less-Than-Single-Pass Optimization with Nearly Optimal Generalization,8,Hybrid Stochastic-Deterministic Minibatch Proximal Gradient Less-Than-Single-Pass Optimization with Nearly Optimal Generalization,38,237,False,57,194,20,21,0,10,13,2,4,129,12684,1.8095238095238095,1.1428571428571428,9.238095238095237,0.6190476190476191,6
2481,Image Transformer,8,Image Transformer,27,167,False,140,12,524,10,8,14,14,0,24,17,5791,2.7,54.8,1.2,1.4,1385
2485,In-Database Regression in Input Sparsity Time,8,In-Database Regression in Input Sparsity Time,54,243,False,70,48,7,28,2,11,17,2,10,45,15393,1.9285714285714286,0.6071428571428571,1.7142857142857142,0.6071428571428571,7
2486,Infinite Mixture Prototypes for Few-Shot Learning,8,Infinite Mixture Prototypes for Few-Shot Learning,41,115,False,134,22,9,13,0,8,11,0,18,49,8259,3.1538461538461537,2.076923076923077,1.6923076923076923,0.8461538461538461,213
2487,Instance-Level Explanations for Fraud Detection: A Case Study,8,Instance-Level Explanations for Fraud Detection A Case Study,33,98,False,29,4,14,6,11,6,6,1,0,60,4139,5.5,2.3333333333333335,0.6666666666666666,1.0,29
2488,"Interpretable, Multidimensional, Multimodal Anomaly Detection with Negative Sampling for Detection of Device Failure",8,Interpretable Multidimensional Multimodal Anomaly Detection with Negative Sampling for Detection of Device Failure,31,215,False,30,2,8,10,0,7,4,0,4,116,7812,3.1,1.2,0.2,0.4,49
2489,Inverse Contextual Bandits: Learning How Behavior Evolves over Time,8,Inverse Contextual Bandits Learning How Behavior Evolves over Time,81,192,False,87,61,15,19,39,13,2,0,14,66,14862,4.2631578947368425,1.5263157894736843,3.210526315789474,0.10526315789473684,10
2490,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,8,JointGAN Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,38,124,False,64,28,26,10,11,7,6,2,4,82,6073,3.8,3.0,2.8,0.6,39
2491,Kernelized Stein Discrepancy Tests of Goodness-of-fit for Time-to-Event Data,8,Kernelized Stein Discrepancy Tests of Goodness-of-fit for Time-to-Event Data,43,213,False,82,190,65,31,18,10,17,21,4,76,13891,1.3870967741935485,2.225806451612903,6.129032258064516,0.5483870967741935,12
2492,LaVAN: Localized and Visible Adversarial Noise,8,LaVAN Localized and Visible Adversarial Noise,11,89,False,27,0,72,9,4,6,6,0,2,45,5625,1.2222222222222223,8.222222222222221,0.0,0.6666666666666666,200
2493,Latent Diffusion Energy-Based Model for Interpretable Text Modeling,8,Latent Diffusion Energy-Based Model for Interpretable Text Modeling,80,166,False,226,126,19,19,19,8,15,0,22,67,12532,4.2105263157894735,2.1578947368421053,6.631578947368421,0.7894736842105263,47
2494,Learning Adversarially Robust Representations via Worst-Case Mutual Information Maximization,8,Learning Adversarially Robust Representations via Worst-Case Mutual Information Maximization,54,124,False,142,90,18,19,0,12,9,0,10,92,12113,2.8421052631578947,1.4736842105263157,4.7368421052631575,0.47368421052631576,26
2495,Learning Discrete Structures for Graph Neural Networks,8,Learning Discrete Structures for Graph Neural Networks,63,153,False,113,34,24,14,0,10,8,0,8,54,9195,4.5,2.2857142857142856,2.4285714285714284,0.5714285714285714,322
2496,Learning Infinite-Horizon Average-Reward Markov Decision Processes with Constraints,8,Learning Infinite-Horizon Average-Reward Markov Decision Processes with Constraints,45,126,False,123,155,0,24,16,9,15,0,0,83,15209,1.875,0.0,6.458333333333333,0.625,20
2499,Learning disconnected manifolds: a no GANs land,8,Learning disconnected manifolds a no GANs land,48,108,False,139,124,96,24,7,16,10,0,14,46,12821,2.0,4.583333333333333,5.166666666666667,0.4166666666666667,34
2500,Learning to Estimate and Refine Fluid Motion with Physical Dynamics,8,Learning to Estimate and Refine Fluid Motion with Physical Dynamics,41,183,False,58,124,44,16,8,11,9,0,4,67,8601,2.5625,3.0,7.75,0.5625,5
2501,Learning to Route in Similarity Graphs,8,Learning to Route in Similarity Graphs,38,145,False,38,12,18,10,0,5,12,0,6,38,6908,3.8,2.4,1.2,1.2,28
2502,Let's Agree to Agree: Neural Networks Share Classification Order on Real Datasets,8,Lets Agree to Agree Neural Networks Share Classification Order on Real Datasets,50,154,False,65,4,409,22,20,14,9,0,0,79,11562,2.272727272727273,18.59090909090909,0.18181818181818182,0.4090909090909091,50
2503,Likelihood adjusted semidefinite programs for clustering heterogeneous data,8,Likelihood adjusted semidefinite programs for clustering heterogeneous data,45,237,False,89,122,28,21,0,7,8,3,0,75,13363,2.142857142857143,1.3333333333333333,5.809523809523809,0.38095238095238093,1
2505,Low Latency Privacy Preserving Inference,8,Low Latency Privacy Preserving Inference,31,140,False,89,5,16,18,11,12,6,3,8,40,8619,1.7222222222222223,1.3333333333333333,0.2777777777777778,0.3333333333333333,176
2506,MASS: Masked Sequence to Sequence Pre-training for Language Generation,8,MASS Masked Sequence to Sequence Pre-training for Language Generation,60,172,True,148,4,27,11,15,6,10,0,20,69,7515,5.454545454545454,4.2727272727272725,0.36363636363636365,0.9090909090909091,876
2507,Marginal Tail-Adaptive Normalizing Flows,8,Marginal Tail-Adaptive Normalizing Flows,57,147,False,140,142,67,29,12,10,18,0,14,40,15867,1.9655172413793103,2.793103448275862,4.896551724137931,0.6206896551724138,6
2508,Meaningfully debugging model mistakes using conceptual counterfactual explanations,8,Meaningfully debugging model mistakes using conceptual counterfactual explanations,45,195,False,69,2,15,23,4,8,14,3,2,82,11870,1.9565217391304348,0.7391304347826086,0.08695652173913043,0.6086956521739131,42
2509,Meta-Cal: Well-controlled Post-hoc Calibration by Ranking,8,Meta-Cal Well-controlled Post-hoc Calibration by Ranking,43,148,False,92,58,15,13,0,9,5,0,4,56,8936,3.3076923076923075,1.4615384615384615,4.461538461538462,0.38461538461538464,23
2510,Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,8,Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,35,119,False,54,72,93,24,12,9,12,0,32,77,12300,1.4583333333333333,5.208333333333333,3.0,0.5,361
2512,Model-Free and Model-Based Policy Evaluation when Causality is Uncertain,8,Model-Free and Model-Based Policy Evaluation when Causality is Uncertain,49,114,False,31,38,9,11,0,9,10,0,6,72,7649,4.454545454545454,1.3636363636363635,3.4545454545454546,0.9090909090909091,8
2513,Momentum Improves Normalized SGD,8,Momentum Improves Normalized SGD,35,128,True,66,132,4,18,0,7,3,0,0,32,7833,1.9444444444444444,0.2222222222222222,7.333333333333333,0.16666666666666666,88
2514,Multi-Agent Adversarial Inverse Reinforcement Learning,8,Multi-Agent Adversarial Inverse Reinforcement Learning,60,138,False,192,128,6,13,0,16,24,0,16,54,8792,4.615384615384615,1.6923076923076923,9.846153846153847,1.8461538461538463,102
2515,Multi-layered Network Exploration via Random Walks: From Offline Optimization to Online Learning,8,Multi-layered Network Exploration via Random Walks From Offline Optimization to Online Learning,28,177,False,24,0,6,27,0,8,24,8,4,95,19240,1.037037037037037,0.37037037037037035,0.0,0.8888888888888888,7
2516,NAS-Bench-101: Towards Reproducible Neural Architecture Search,8,NAS-Bench-101 Towards Reproducible Neural Architecture Search,54,128,True,65,0,67,15,7,13,15,0,2,61,8695,3.6,4.6,0.0,1.0,574
2518,Neural Diffusion Processes,8,Neural Diffusion Processes,41,129,False,104,88,50,23,10,14,23,6,6,26,12476,1.7826086956521738,2.4347826086956523,3.8260869565217392,1.0,23
2519,Neural Symbolic Regression that Scales,8,Neural Symbolic Regression that Scales,41,121,False,59,0,48,18,25,10,17,0,16,38,10681,2.2777777777777777,3.5555555555555554,0.0,0.9444444444444444,103
2520,No-Regret Exploration in Goal-Oriented Reinforcement Learning,8,No-Regret Exploration in Goal-Oriented Reinforcement Learning,40,210,False,146,317,55,31,8,17,10,0,6,61,18120,1.2903225806451613,1.967741935483871,10.225806451612904,0.3225806451612903,41
2521,Nonlinear Advantage: Trained Networks Might Not Be As Complex as You Think,8,Nonlinear Advantage Trained Networks Might Not Be As Complex as You Think,39,194,False,96,6,63,18,0,9,16,7,0,73,9453,2.1666666666666665,3.5,0.3333333333333333,0.8888888888888888,2
2522,Offline RL Policies Should be Trained to be Adaptive,8,Offline RL Policies Should be Trained to be Adaptive,42,159,True,76,43,23,18,0,14,18,0,0,52,11243,2.3333333333333335,1.2777777777777777,2.388888888888889,1.0,26
2523,On Efficient Constructions of Checkpoints,8,On Efficient Constructions of Checkpoints,37,281,False,42,16,34,10,0,8,7,2,0,41,6648,3.7,3.4,1.6,0.7,9
2524,On Linear Identifiability of Learned Representations,8,On Linear Identifiability of Learned Representations,44,153,False,144,58,10,18,9,13,21,1,0,52,9342,2.4444444444444446,0.5555555555555556,3.2222222222222223,1.1666666666666667,46
2525,On Well-posedness and Minimax Optimal Rates of Nonparametric Q-function Estimation in Off-policy Evaluation,8,On Well-posedness and Minimax Optimal Rates of Nonparametric Q-function Estimation in Off-policy Evaluation,63,190,False,119,143,0,46,0,13,8,0,0,107,14337,1.3695652173913044,0.0,3.108695652173913,0.17391304347826086,21
2526,On the Generalization Effects of Linear Transformations in Data Augmentation,8,On the Generalization Effects of Linear Transformations in Data Augmentation,67,157,False,67,105,16,22,13,12,14,0,10,76,14025,3.0454545454545454,1.1818181818181819,4.7727272727272725,0.6363636363636364,68
2528,On the Universality of Invariant Networks,8,On the Universality of Invariant Networks,29,148,False,36,43,7,10,8,7,4,0,0,41,7466,2.9,0.7,4.3,0.4,211
2529,Online Control of the False Coverage Rate and False Sign Rate,8,Online Control of the False Coverage Rate and False Sign Rate,30,300,False,68,49,15,23,0,9,15,0,2,61,13376,1.3043478260869565,0.7391304347826086,2.130434782608696,0.6521739130434783,19
2530,Online learning with kernel losses,8,Online learning with kernel losses,58,1,False,206,732,16,40,0,30,40,14,0,34,18235,1.45,0.4,18.3,1.0,15
2531,Optimal Continual Learning has Perfect Memory and is NP-hard,8,Optimal Continual Learning has Perfect Memory and is NP-hard,35,107,True,58,0,21,13,0,10,14,2,0,60,9972,2.6923076923076925,1.6153846153846154,0.0,1.0769230769230769,87
2532,Optimisation of Overparametrized Sum-Product Networks,8,Optimisation of Overparametrized Sum-Product Networks,22,82,False,32,49,7,6,0,5,3,0,0,53,3914,3.6666666666666665,1.1666666666666667,8.166666666666666,0.5,3
2533,Orchestra: Unsupervised Federated Learning via Globally Consistent Clustering,8,Orchestra Unsupervised Federated Learning via Globally Consistent Clustering,90,144,False,118,34,50,23,0,14,14,3,12,76,16065,3.9130434782608696,2.6956521739130435,1.4782608695652173,0.6086956521739131,31
