,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
2294,45,120,False,100,36,4,11,7,8,4,9,6,91,8323,4.090909090909091,0.9090909090909091,3.272727272727273,0.36363636363636365,7
2296,61,139,False,90,8,0,17,18,11,13,0,16,62,10346,3.588235294117647,0.9411764705882353,0.47058823529411764,0.7647058823529411,7
2297,58,162,False,117,36,97,30,0,15,23,7,8,53,18044,1.9333333333333333,3.5,1.2,0.7666666666666667,12
2298,45,130,False,102,76,18,20,7,10,9,1,0,54,10854,2.25,0.9,3.8,0.45,68
2299,29,240,False,45,44,14,17,6,8,12,0,12,75,7304,1.7058823529411764,1.5294117647058822,2.588235294117647,0.7058823529411765,86
2301,30,188,False,91,62,12,22,5,7,7,0,2,93,14980,1.3636363636363635,0.6363636363636364,2.8181818181818183,0.3181818181818182,36
2302,25,148,False,44,193,33,21,0,7,17,7,6,81,11090,1.1904761904761905,1.8571428571428572,9.19047619047619,0.8095238095238095,8
2303,101,1,False,187,36,16,18,21,11,17,0,24,44,10713,5.611111111111111,2.2222222222222223,2.0,0.9444444444444444,60
2304,33,0,False,22,2,27,17,0,12,5,0,2,66,11744,1.9411764705882353,1.7058823529411764,0.11764705882352941,0.29411764705882354,28
2305,36,121,True,61,24,40,12,0,8,4,0,4,94,7409,3.0,3.6666666666666665,2.0,0.3333333333333333,19
2306,50,133,False,164,219,82,56,38,15,44,6,2,97,23837,0.8928571428571429,1.5,3.9107142857142856,0.7857142857142857,1
2307,56,171,False,84,115,26,18,0,13,13,2,0,45,12419,3.111111111111111,1.4444444444444444,6.388888888888889,0.7222222222222222,473
2308,106,105,False,170,55,72,23,0,10,14,5,16,22,11410,4.608695652173913,3.8260869565217392,2.391304347826087,0.6086956521739131,15
2309,36,188,True,94,41,16,16,0,16,12,0,6,72,9651,2.25,1.375,2.5625,0.75,15
2310,54,181,False,120,30,15,12,2,7,8,0,14,55,9102,4.5,2.4166666666666665,2.5,0.6666666666666666,13
2311,24,127,False,38,337,0,42,10,9,15,5,2,81,17495,0.5714285714285714,0.047619047619047616,8.023809523809524,0.35714285714285715,32
2312,27,101,False,34,226,9,16,9,9,16,0,0,60,9387,1.6875,0.5625,14.125,1.0,9
2314,28,174,True,42,56,2,21,5,8,6,0,0,37,10598,1.3333333333333333,0.09523809523809523,2.6666666666666665,0.2857142857142857,33
2315,52,176,True,132,58,39,17,0,13,32,0,16,74,11152,3.0588235294117645,3.235294117647059,3.411764705882353,1.8823529411764706,7
2316,42,169,False,332,284,80,37,0,18,30,0,4,90,16509,1.135135135135135,2.27027027027027,7.675675675675675,0.8108108108108109,16
2317,70,144,False,99,55,25,29,20,14,26,0,2,80,28943,2.413793103448276,0.9310344827586207,1.896551724137931,0.896551724137931,17
2318,57,135,False,168,28,58,13,2,20,28,0,8,23,8079,4.384615384615385,5.076923076923077,2.1538461538461537,2.1538461538461537,8
2319,63,178,False,65,414,24,31,0,14,22,0,2,67,18634,2.032258064516129,0.8387096774193549,13.35483870967742,0.7096774193548387,17
2320,40,129,False,42,2,12,16,23,14,6,0,20,61,9887,2.5,2.0,0.125,0.375,28
2321,44,167,False,94,111,3,17,0,9,18,6,12,71,9776,2.588235294117647,0.8823529411764706,6.529411764705882,1.0588235294117647,6
2322,76,257,False,129,22,38,19,25,11,6,0,4,64,11894,4.0,2.210526315789474,1.1578947368421053,0.3157894736842105,46
2323,41,84,False,38,112,8,20,5,7,10,0,2,42,11334,2.05,0.5,5.6,0.5,20
2324,36,161,False,132,261,18,38,16,15,19,10,4,52,22170,0.9473684210526315,0.5789473684210527,6.868421052631579,0.5,7
2325,53,133,False,156,43,22,14,0,9,9,0,6,43,9029,3.7857142857142856,2.0,3.0714285714285716,0.6428571428571429,652
2326,45,154,False,188,14,52,17,0,14,11,0,14,69,13544,2.6470588235294117,3.8823529411764706,0.8235294117647058,0.6470588235294118,76
2327,37,474,False,74,373,18,29,5,14,14,0,0,57,12510,1.2758620689655173,0.6206896551724138,12.862068965517242,0.4827586206896552,27
2328,40,1,False,162,510,22,37,2,20,22,4,4,71,17561,1.0810810810810811,0.7027027027027027,13.783783783783784,0.5945945945945946,81
2329,38,154,False,155,93,24,21,8,8,15,0,2,35,10572,1.8095238095238095,1.2380952380952381,4.428571428571429,0.7142857142857143,3
2330,37,102,False,89,96,13,15,2,8,4,0,2,39,9336,2.466666666666667,1.0,6.4,0.26666666666666666,13
2332,51,184,False,58,97,73,18,0,11,9,0,4,51,9971,2.8333333333333335,4.277777777777778,5.388888888888889,0.5,7
2333,45,142,False,124,10,20,32,19,14,6,0,6,85,15885,1.40625,0.8125,0.3125,0.1875,7
2334,85,212,False,167,6,82,25,13,10,15,0,10,49,13577,3.4,3.68,0.24,0.6,640
2336,36,122,False,42,14,8,13,0,5,8,0,2,58,8172,2.769230769230769,0.7692307692307693,1.0769230769230769,0.6153846153846154,28
2337,64,171,False,306,440,68,32,32,49,28,0,12,74,18007,2.0,2.5,13.75,0.875,194
2338,22,124,False,48,0,30,17,0,9,8,0,0,22,4388,1.2941176470588236,1.7647058823529411,0.0,0.47058823529411764,118
2339,66,152,False,119,112,59,26,9,10,19,10,8,67,14578,2.5384615384615383,2.576923076923077,4.3076923076923075,0.7307692307692307,14
2340,76,93,False,146,52,64,37,5,16,28,2,10,67,20419,2.054054054054054,2.0,1.4054054054054055,0.7567567567567568,130
2341,51,139,False,43,74,11,29,9,8,9,4,6,77,11729,1.7586206896551724,0.5862068965517241,2.5517241379310347,0.3103448275862069,5
2342,32,152,False,57,222,0,26,1,8,16,1,0,82,12297,1.2307692307692308,0.0,8.538461538461538,0.6153846153846154,4
2343,42,154,False,62,16,23,13,0,10,7,0,4,62,8535,3.230769230769231,2.076923076923077,1.2307692307692308,0.5384615384615384,727
2344,46,159,False,216,520,24,36,0,30,13,4,0,48,22173,1.2777777777777777,0.6666666666666666,14.444444444444445,0.3611111111111111,156
2345,45,115,False,320,584,102,57,12,24,56,8,0,60,22178,0.7894736842105263,1.7894736842105263,10.24561403508772,0.9824561403508771,5
2346,47,164,False,51,57,55,32,19,11,19,0,10,89,13064,1.46875,2.03125,1.78125,0.59375,5
2347,36,63,False,55,20,29,10,0,9,6,0,0,68,6623,3.6,2.9,2.0,0.6,30
2348,44,180,False,42,6,14,18,0,8,2,0,0,85,8472,2.4444444444444446,0.7777777777777778,0.3333333333333333,0.1111111111111111,53
2349,26,132,False,31,0,84,20,0,14,7,0,4,74,9714,1.3,4.4,0.0,0.35,17
2350,24,194,True,28,64,4,20,0,4,2,0,0,39,12628,1.2,0.2,3.2,0.1,13
2351,50,180,False,44,170,0,26,6,7,11,0,0,78,9814,1.9230769230769231,0.0,6.538461538461538,0.4230769230769231,259
2352,53,134,False,104,34,84,20,0,14,11,5,20,88,10581,2.65,5.2,1.7,0.55,24
2353,94,146,False,140,88,25,15,0,8,13,0,18,75,11982,6.266666666666667,2.8666666666666667,5.866666666666666,0.8666666666666667,253
2354,72,1,False,253,472,55,33,11,13,35,10,8,64,17968,2.1818181818181817,1.9090909090909092,14.303030303030303,1.0606060606060606,1
2356,51,139,False,51,36,14,13,0,10,13,0,10,92,8391,3.923076923076923,1.8461538461538463,2.769230769230769,1.0,18
2357,37,121,True,54,0,44,11,0,6,8,0,4,116,8757,3.3636363636363638,4.363636363636363,0.0,0.7272727272727273,11
2358,56,216,True,151,12,30,18,1,15,7,0,12,45,12941,3.111111111111111,2.3333333333333335,0.6666666666666666,0.3888888888888889,16
2359,53,172,False,94,50,29,28,0,8,10,0,0,97,13240,1.8928571428571428,1.0357142857142858,1.7857142857142858,0.35714285714285715,6
2360,33,116,True,50,58,9,12,9,11,2,0,2,72,8454,2.75,0.9166666666666666,4.833333333333333,0.16666666666666666,25
2361,34,190,False,57,18,57,26,3,8,23,0,18,67,8999,1.3076923076923077,2.8846153846153846,0.6923076923076923,0.8846153846153846,53
2362,54,166,False,56,12,46,10,0,7,5,0,4,46,5419,5.4,5.0,1.2,0.5,3307
2363,69,124,False,85,18,20,13,1,12,11,0,8,39,9748,5.3076923076923075,2.1538461538461537,1.3846153846153846,0.8461538461538461,226
2364,40,145,False,118,36,36,17,1,8,20,3,34,15,9573,2.3529411764705883,4.117647058823529,2.1176470588235294,1.1764705882352942,300
2365,38,1,False,74,12,43,14,16,8,3,0,4,36,6963,2.7142857142857144,3.357142857142857,0.8571428571428571,0.21428571428571427,449
2366,106,1,False,86,564,0,69,8,23,33,0,4,96,26075,1.536231884057971,0.057971014492753624,8.173913043478262,0.4782608695652174,17
2367,25,143,False,52,0,21,13,0,9,10,0,0,104,8260,1.9230769230769231,1.6153846153846154,0.0,0.7692307692307693,18
2368,42,172,False,110,840,10,54,40,37,18,10,4,49,21429,0.7777777777777778,0.25925925925925924,15.555555555555555,0.3333333333333333,11
2370,50,110,False,173,144,61,31,11,10,24,11,0,12,15813,1.6129032258064515,1.967741935483871,4.645161290322581,0.7741935483870968,91
2371,33,165,False,50,188,20,22,2,8,7,0,4,62,12301,1.5,1.0909090909090908,8.545454545454545,0.3181818181818182,3
2372,52,204,False,130,528,82,21,3,29,33,10,2,99,13384,2.4761904761904763,4.0,25.142857142857142,1.5714285714285714,23
2374,50,1,False,55,98,10,17,2,26,8,0,8,57,14025,2.9411764705882355,1.0588235294117647,5.764705882352941,0.47058823529411764,34
2375,53,215,False,50,26,28,12,0,9,10,0,0,70,7965,4.416666666666667,2.3333333333333335,2.1666666666666665,0.8333333333333334,211
2376,37,183,False,116,252,27,36,2,14,6,0,0,41,13698,1.0277777777777777,0.75,7.0,0.16666666666666666,26
2377,67,156,False,171,17,72,37,0,21,22,0,48,55,12268,1.8108108108108107,3.2432432432432434,0.4594594594594595,0.5945945945945946,9
2378,36,160,False,96,32,179,21,4,12,11,0,14,124,11304,1.7142857142857142,9.19047619047619,1.5238095238095237,0.5238095238095238,29
2379,30,207,False,44,184,20,24,0,9,15,0,0,72,15541,1.25,0.8333333333333334,7.666666666666667,0.625,24
2380,73,148,False,124,15,41,13,0,6,13,0,0,71,8028,5.615384615384615,3.1538461538461537,1.1538461538461537,1.0,137
2381,39,88,False,48,74,15,22,1,7,4,2,0,76,6964,1.7727272727272727,0.6818181818181818,3.3636363636363638,0.18181818181818182,2
2383,50,172,True,112,17,14,10,0,6,8,2,10,52,6804,5.0,2.4,1.7,0.8,46
2384,25,105,False,188,84,6,22,6,7,7,0,4,68,11711,1.1363636363636365,0.45454545454545453,3.8181818181818183,0.3181818181818182,21
2385,36,117,False,95,100,9,15,0,8,16,5,18,78,9189,2.4,1.8,6.666666666666667,1.0666666666666667,6
2386,34,155,False,78,40,41,16,15,7,8,0,26,38,9062,2.125,4.1875,2.5,0.5,83
2387,64,128,False,136,129,21,22,4,9,14,6,14,73,15639,2.909090909090909,1.5909090909090908,5.863636363636363,0.6363636363636364,111
2388,40,180,False,94,62,55,22,6,14,13,0,16,37,10606,1.8181818181818181,3.227272727272727,2.8181818181818183,0.5909090909090909,24
2389,14,91,False,38,64,41,11,1,9,8,3,0,58,7259,1.2727272727272727,3.727272727272727,5.818181818181818,0.7272727272727273,43
2390,44,131,False,59,22,21,10,0,6,4,0,12,53,6838,4.4,3.3,2.2,0.4,137
2391,64,167,False,135,0,76,43,41,15,4,0,8,91,20263,1.4883720930232558,1.9534883720930232,0.0,0.09302325581395349,141
2392,44,106,False,117,88,35,14,8,11,16,2,4,69,9357,3.142857142857143,2.7857142857142856,6.285714285714286,1.1428571428571428,19
2393,78,132,False,250,42,125,22,0,11,20,0,24,87,14778,3.5454545454545454,6.7727272727272725,1.9090909090909092,0.9090909090909091,41
2394,53,142,False,84,15,38,18,8,11,15,3,2,42,10048,2.9444444444444446,2.2222222222222223,0.8333333333333334,0.8333333333333334,66
2395,69,143,False,37,0,21,13,0,7,3,2,16,61,9637,5.3076923076923075,2.8461538461538463,0.0,0.23076923076923078,396
2396,60,132,True,156,96,174,17,0,44,50,8,24,73,9626,3.5294117647058822,11.647058823529411,5.647058823529412,2.9411764705882355,45
2397,60,141,False,106,18,13,14,2,8,18,0,32,59,9110,4.285714285714286,3.2142857142857144,1.2857142857142858,1.2857142857142858,19
2398,53,150,False,152,79,148,26,3,17,28,1,34,70,13293,2.0384615384615383,7.0,3.0384615384615383,1.0769230769230769,46
2399,65,114,False,113,154,0,22,0,8,9,0,2,79,9525,2.9545454545454546,0.09090909090909091,7.0,0.4090909090909091,55
2400,50,169,False,93,96,57,25,0,11,16,1,2,43,13293,2.0,2.36,3.84,0.64,169
2401,51,114,False,113,194,26,29,3,12,15,0,6,50,18340,1.7586206896551724,1.103448275862069,6.689655172413793,0.5172413793103449,14
2402,32,138,False,93,238,70,29,0,11,15,6,8,74,16240,1.103448275862069,2.689655172413793,8.206896551724139,0.5172413793103449,71
2403,92,28,False,124,8,77,24,0,18,16,4,8,114,15151,3.8333333333333335,3.5416666666666665,0.3333333333333333,0.6666666666666666,11
2404,40,125,False,180,20,108,13,0,16,26,4,52,82,8171,3.076923076923077,12.307692307692308,1.5384615384615385,2.0,29
2405,47,148,False,70,319,14,24,3,10,17,5,0,86,12196,1.9583333333333333,0.5833333333333334,13.291666666666666,0.7083333333333334,12
2406,40,108,False,86,148,8,34,18,10,15,4,0,24,21869,1.1764705882352942,0.23529411764705882,4.352941176470588,0.4411764705882353,15
2407,64,179,False,71,14,35,16,0,10,9,0,12,54,10689,4.0,2.9375,0.875,0.5625,10
2408,38,102,False,160,181,6,27,0,7,10,2,0,46,10210,1.4074074074074074,0.2222222222222222,6.703703703703703,0.37037037037037035,42
2409,32,185,False,85,39,169,26,6,8,25,0,4,47,13543,1.2307692307692308,6.653846153846154,1.5,0.9615384615384616,5
2410,40,199,False,172,46,48,18,22,14,13,0,14,72,11738,2.2222222222222223,3.4444444444444446,2.5555555555555554,0.7222222222222222,131
2411,42,111,False,106,132,0,25,0,12,4,0,2,70,11079,1.68,0.08,5.28,0.16,13
2412,53,188,False,98,232,46,28,0,16,3,2,0,94,18635,1.8928571428571428,1.6428571428571428,8.285714285714286,0.10714285714285714,2
2413,30,149,True,104,20,64,25,17,7,1,0,0,85,9410,1.2,2.56,0.8,0.04,38
2414,91,236,False,69,184,86,38,32,13,11,2,8,72,21921,2.3947368421052633,2.473684210526316,4.842105263157895,0.2894736842105263,0
2415,33,131,False,51,162,2,18,9,10,5,0,0,77,11011,1.8333333333333333,0.1111111111111111,9.0,0.2777777777777778,11
2416,35,138,False,79,40,49,23,5,19,1,0,18,64,11589,1.5217391304347827,2.9130434782608696,1.7391304347826086,0.043478260869565216,0
2417,33,133,False,49,42,22,15,9,11,15,0,0,54,7126,2.2,1.4666666666666666,2.8,1.0,21
2418,52,224,False,91,32,24,13,16,15,23,4,12,62,8884,4.0,2.769230769230769,2.4615384615384617,1.7692307692307692,1685
2419,36,148,False,60,252,12,37,0,10,3,0,0,66,14542,0.972972972972973,0.32432432432432434,6.8108108108108105,0.08108108108108109,4
2422,55,110,False,79,38,0,17,3,11,9,3,0,68,14917,3.235294117647059,0.0,2.235294117647059,0.5294117647058824,18
2423,54,1,False,111,390,10,42,4,16,27,2,8,88,21658,1.2857142857142858,0.42857142857142855,9.285714285714286,0.6428571428571429,10
2424,0,115,False,104,192,58,10,16,18,18,0,0,48,6478,0.0,5.8,19.2,1.8,1
2425,73,196,True,67,304,11,36,0,9,13,0,0,78,19683,2.0277777777777777,0.3055555555555556,8.444444444444445,0.3611111111111111,84
2427,53,198,False,64,202,44,22,6,13,9,5,2,62,12473,2.409090909090909,2.090909090909091,9.181818181818182,0.4090909090909091,10
2428,33,191,False,42,29,19,10,0,6,11,0,2,65,7246,3.3,2.1,2.9,1.1,15
2430,58,128,True,43,41,14,37,19,8,1,0,4,66,18898,1.5675675675675675,0.4864864864864865,1.1081081081081081,0.02702702702702703,13
2431,40,141,False,59,28,21,11,0,11,7,7,8,55,7222,3.6363636363636362,2.6363636363636362,2.5454545454545454,0.6363636363636364,209
2432,43,111,False,121,40,37,18,21,21,5,0,2,51,10119,2.388888888888889,2.1666666666666665,2.2222222222222223,0.2777777777777778,157
2433,65,152,False,181,203,43,19,22,17,14,12,8,47,12058,3.4210526315789473,2.6842105263157894,10.68421052631579,0.7368421052631579,99
2434,30,135,False,122,90,3,20,13,9,11,3,2,84,10354,1.5,0.25,4.5,0.55,15
2435,78,157,False,178,166,20,44,13,15,23,0,28,93,20565,1.7727272727272727,1.0909090909090908,3.772727272727273,0.5227272727272727,5
2436,39,111,False,152,108,43,19,27,10,14,0,6,55,11502,2.0526315789473686,2.5789473684210527,5.684210526315789,0.7368421052631579,44
2437,21,115,False,48,124,6,24,3,8,6,0,2,60,10900,0.875,0.3333333333333333,5.166666666666667,0.25,15
2439,44,160,True,60,111,34,22,1,10,10,0,44,46,11457,2.0,3.5454545454545454,5.045454545454546,0.45454545454545453,5
2440,41,191,True,81,31,156,27,0,12,13,0,4,90,10667,1.5185185185185186,5.925925925925926,1.1481481481481481,0.48148148148148145,37
2442,59,156,False,86,36,41,16,1,9,14,4,12,28,9716,3.6875,3.3125,2.25,0.875,145
2445,75,201,False,200,100,78,41,18,19,7,1,4,66,22882,1.829268292682927,2.0,2.4390243902439024,0.17073170731707318,11
2446,49,83,False,94,94,32,31,26,17,18,0,0,106,13551,1.5806451612903225,1.032258064516129,3.032258064516129,0.5806451612903226,25
2447,26,135,False,32,20,72,23,23,12,8,0,8,59,8126,1.1304347826086956,3.4782608695652173,0.8695652173913043,0.34782608695652173,11
2448,97,253,False,81,36,54,25,3,19,22,4,4,29,13818,3.88,2.32,1.44,0.88,14
2449,50,203,False,67,225,21,38,27,12,11,0,0,45,15070,1.3157894736842106,0.5526315789473685,5.921052631578948,0.2894736842105263,51
2452,54,187,False,96,86,15,13,0,13,4,2,2,113,8815,4.153846153846154,1.3076923076923077,6.615384615384615,0.3076923076923077,111
2453,52,184,False,86,8,33,18,17,7,13,9,18,100,10296,2.888888888888889,2.8333333333333335,0.4444444444444444,0.7222222222222222,4
2454,65,132,False,228,0,9,14,16,7,9,0,16,109,8459,4.642857142857143,1.7857142857142858,0.0,0.6428571428571429,40
2455,55,187,False,72,12,45,14,0,7,17,0,2,63,9810,3.9285714285714284,3.357142857142857,0.8571428571428571,1.2142857142857142,37
2456,26,186,False,39,116,40,18,0,10,23,0,14,53,10520,1.4444444444444444,3.0,6.444444444444445,1.2777777777777777,12
2457,49,1,False,95,182,16,24,10,10,23,0,2,73,14042,2.0416666666666665,0.75,7.583333333333333,0.9583333333333334,26
2458,34,146,False,95,20,65,18,0,9,18,0,22,45,8527,1.8888888888888888,4.833333333333333,1.1111111111111112,1.0,23
2459,55,227,False,109,786,15,39,0,7,9,0,24,69,16362,1.4102564102564104,1.0,20.153846153846153,0.23076923076923078,399
2461,55,149,False,44,153,64,29,0,9,24,2,0,42,14894,1.896551724137931,2.206896551724138,5.275862068965517,0.8275862068965517,34
2462,54,146,False,162,44,54,16,0,20,28,10,8,53,10200,3.375,3.875,2.75,1.75,46
2463,31,144,False,47,46,8,20,15,8,6,0,2,51,9448,1.55,0.5,2.3,0.3,6
2464,113,146,False,197,260,44,49,31,12,25,15,0,32,23658,2.306122448979592,0.8979591836734694,5.3061224489795915,0.5102040816326531,44
2465,80,165,True,249,138,44,28,0,23,25,8,18,62,15854,2.857142857142857,2.2142857142857144,4.928571428571429,0.8928571428571429,12
2466,57,201,True,76,74,20,14,0,14,20,4,10,64,9308,4.071428571428571,2.142857142857143,5.285714285714286,1.4285714285714286,46
2468,48,104,False,131,77,39,22,4,9,21,9,20,122,14501,2.1818181818181817,2.6818181818181817,3.5,0.9545454545454546,20
2469,48,1,False,135,22,30,14,20,10,9,0,8,94,8429,3.4285714285714284,2.7142857142857144,1.5714285714285714,0.6428571428571429,5
2470,68,123,True,115,68,16,15,24,19,26,4,10,28,10010,4.533333333333333,1.7333333333333334,4.533333333333333,1.7333333333333334,179
2471,39,162,False,170,1056,30,38,0,12,18,4,6,94,20645,1.0263157894736843,0.9473684210526315,27.789473684210527,0.47368421052631576,19
2473,47,168,False,97,4,27,16,0,9,11,6,8,53,9505,2.9375,2.1875,0.25,0.6875,25
2474,79,141,False,185,132,29,33,8,21,12,0,20,101,18024,2.393939393939394,1.4848484848484849,4.0,0.36363636363636365,56
2475,38,123,False,166,40,78,13,0,20,26,0,20,82,9261,2.923076923076923,7.538461538461538,3.076923076923077,2.0,73
2476,36,1,False,81,30,23,12,0,8,16,6,4,69,8717,3.0,2.25,2.5,1.3333333333333333,677
2477,38,214,False,91,7,27,12,0,11,7,0,8,62,7951,3.1666666666666665,2.9166666666666665,0.5833333333333334,0.5833333333333334,40
2478,48,150,False,77,40,33,19,3,17,5,0,20,39,10914,2.526315789473684,2.789473684210526,2.1052631578947367,0.2631578947368421,186
2480,38,237,False,57,194,20,21,0,10,13,2,4,129,12684,1.8095238095238095,1.1428571428571428,9.238095238095237,0.6190476190476191,6
2481,27,167,False,140,12,524,10,8,14,14,0,24,17,5791,2.7,54.8,1.2,1.4,1385
2485,54,243,False,70,48,7,28,2,11,17,2,10,45,15393,1.9285714285714286,0.6071428571428571,1.7142857142857142,0.6071428571428571,7
2486,41,115,False,134,22,9,13,0,8,11,0,18,49,8259,3.1538461538461537,2.076923076923077,1.6923076923076923,0.8461538461538461,213
2487,33,98,False,29,4,14,6,11,6,6,1,0,60,4139,5.5,2.3333333333333335,0.6666666666666666,1.0,29
2488,31,215,False,30,2,8,10,0,7,4,0,4,116,7812,3.1,1.2,0.2,0.4,49
2489,81,192,False,87,61,15,19,39,13,2,0,14,66,14862,4.2631578947368425,1.5263157894736843,3.210526315789474,0.10526315789473684,10
2490,38,124,False,64,28,26,10,11,7,6,2,4,82,6073,3.8,3.0,2.8,0.6,39
2491,43,213,False,82,190,65,31,18,10,17,21,4,76,13891,1.3870967741935485,2.225806451612903,6.129032258064516,0.5483870967741935,12
2492,11,89,False,27,0,72,9,4,6,6,0,2,45,5625,1.2222222222222223,8.222222222222221,0.0,0.6666666666666666,200
2493,80,166,False,226,126,19,19,19,8,15,0,22,67,12532,4.2105263157894735,2.1578947368421053,6.631578947368421,0.7894736842105263,47
2494,54,124,False,142,90,18,19,0,12,9,0,10,92,12113,2.8421052631578947,1.4736842105263157,4.7368421052631575,0.47368421052631576,26
2495,63,153,False,113,34,24,14,0,10,8,0,8,54,9195,4.5,2.2857142857142856,2.4285714285714284,0.5714285714285714,322
2496,45,126,False,123,155,0,24,16,9,15,0,0,83,15209,1.875,0.0,6.458333333333333,0.625,20
2499,48,108,False,139,124,96,24,7,16,10,0,14,46,12821,2.0,4.583333333333333,5.166666666666667,0.4166666666666667,34
2500,41,183,False,58,124,44,16,8,11,9,0,4,67,8601,2.5625,3.0,7.75,0.5625,5
2501,38,145,False,38,12,18,10,0,5,12,0,6,38,6908,3.8,2.4,1.2,1.2,28
